"doc_id","doc_title","doc_url","req_id","subject","predicate","object","category","priority","source_sentence","is_requirement","neg_category","shacl_valid"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r001","PRDEDC","seeks a strategic partner to","design, develop, and implement a bilingual AI-powered chatbot within six months to provide clear guidance on permits, regulatory requirements, and incentives","Strategic objective","MUST","Through this RFP, PRDEDC seeks a strategic partner to design, develop, and implement a bilingual, AI-powered chatbot within six (6) months. The chatbot will be embedded in the Single Business Portal (SBP), the Incentives Platform, and other relevant touchpoints, providing clear guidance on permits, regulatory requirements, and all available incentives.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r002","AI chatbot","must provide","accurate, context-aware guidance on permits, incentives, and other PRDEDC service offerings","Functional","MUST","Domain 1 Required Services: Provide accurate, context-aware guidance on permits, incentives, and any other service offering.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r003","AI chatbot","must be implemented as","a bilingual (Spanish/English) solution supporting 50+ languages embedded across SBP, the Incentives Platform, website, and WhatsApp","Functional","MUST","Design and implement a bilingual (Spanish/English) AI-powered chatbot for SBP, the Incentives Platform, and other touchpoints. AI models should include automatic multilingual support (50+ languages) without extra cost.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r004","AI chatbot","must include","admin tools for content governance and version control","Knowledge management","MUST","Include admin tools for content governance and version control.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r005","AI system","must implement","AI guardrails to prevent misinformation and bias throughout all chatbot interactions","Governance","MUST","Implement AI guardrails to prevent misinformation and bias.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r006","Contractor","must map","business processes and dependencies for permits and incentives","Knowledge management","MUST","Domain 2 Required Services: Map business processes and dependencies for permits and incentives.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r007","Contractor","must develop","a structured knowledge base for permits, incentives, and related processes","Knowledge management","MUST","Develop a structured knowledge base for permits, incentives, and related processes.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r008","Contractor","must establish","governance processes for content updates and version control for long-term maintainability","Knowledge management","MUST","Establish governance processes for content updates and version control. Implement a maintainable knowledge base for future updates.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r009","AI system","must comply with","NIST, PR Ley 40, PRITS, ISO/IEC 42001, and FTC guidelines through a compliance-first approach","Compliance","MUST","Domain 3 Required Services: Implement compliance-first approach aligned with NIST, PR Ley 40, PRITS, ISO/IEC 42001, FTC guidelines.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r010","AI system","must achieve","at least 90% factual correctness in User Acceptance Testing before production deployment","Quality","MUST","Chatbot accuracy must meet ≥90% factual correctness in UAT before production.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r011","Contractor","must provide","a formal knowledge transfer and training plan for Agency personnel for long-term operation and maintenance","Training","MUST","The Proposer shall include a formal knowledge transfer and training plan for Agency-designated personnel, focused on the long-term operation, administration, and maintenance of the solution following deployment and implementation.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r012","AI chatbot","must be natively embedded","within the Single Business Portal and integrate via secure APIs with existing authentication mechanisms","Integration","MUST","The chatbot must be natively embedded within SBP. All integrations must use secure APIs and existing authentication mechanisms.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r013","AI system","must use","chatbot analytics to identify common pain points and improve services and governance continuously","Analytics","MUST","Use chatbot analytics to identify common pain points and improve processes continuously. Enable Data-Driven Decisions: Use chatbot analytics to improve services and strengthen governance.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r014","Contractor","must plan and budget for","a hypercare period and ongoing maintenance with defined SLAs, QA processes, and performance tracking post-launch","Maintenance","MUST","The contractor must plan and budget for post-launch support, including a hypercare period for stabilization immediately after go-live and ongoing maintenance and monitoring with defined SLAs, QA processes, and performance tracking.","true","","true"
"doc013","PRDEDC Puerto Rico – Intelligent Conversational Chatbot (RFP-DDEC-FY2026-003)","https://docs.pr.gov/files/DDEC/Aviso%20Pu%CC%81blico/PRDEDC%20Intelligent%20Conversational%20Chatbot%20for%20All%20Service%20Offerings.pdf","doc013_r015","AI chatbot","must ensure","WCAG 2.1 AA compliance for inclusive access and responsive design across all platforms","Accessibility","MUST","Ensure WCAG 2.1 accessibility compliance and responsive design. Ensure WCAG 2.1 AA compliance for inclusive access.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r001","Energy Saving Trust","seeks to appoint","a supplier to provide an AI supported federated enterprise search capability — an AI Knowledge Assistant for all of EST's digital assets","Strategic objective","MUST","Energy Saving Trust is seeking to appoint a supplier to provide an AI supported federated enterprise search capability, in short, an AI Knowledge assistant for all of Energy Saving Trust's digital assets.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r002","AI Knowledge Assistant","must cover","the EST website portfolio, Microsoft SharePoint and Office, CRM systems, Intranet, in-house applications, and selected Shared Drives","Integration","MUST","This includes but may not be limited to our website portfolio, Microsoft SharePoint and Office, CRM systems, Intranet, inhouse applications and selected Shared Drives. The content source landscape is dynamic and will change over time.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r003","AI system","must understand and process","complex queries in multiple languages using advanced NLP, ensuring high search relevance and accuracy","Functional","MUST","Leveraging advanced natural language processing (NLP), the system must understand and process complex queries in multiple languages, ensuring high search relevance and accuracy.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r004","AI Knowledge Assistant","must provide","customization and flexibility with adaptable workflows, customizable data fields, and user permissions to meet specific business needs","Functional","MUST","Customization and flexibility are essential, with options for adaptable workflows, customizable data fields, and user permissions to meet specific business needs.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r005","AI system","must implement","robust encryption, role-based access controls, and adherence to regulatory standards including GDPR, HIPAA, and EU AI Act","Compliance","MUST","Security and compliance are paramount, requiring robust encryption, role-based access controls and adherence to regulatory standards like GDPR, HIPAA, EU AI Act.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r006","AI Knowledge Assistant","must offer","a user-friendly interface with intuitive navigation, customizable dashboards, and support for various user roles","Functional","MUST","The solution must offer a user-friendly interface with intuitive navigation, customizable dashboards, and support for various user roles.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r007","AI Knowledge Assistant","must be integrated","in the flow of work, specifically within Microsoft Teams","Integration","MUST","The ability to be integrated in the flow of work, i.e. MS Teams.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r008","AI system","must deliver","high performance, scalability, and efficient data processing ensuring the system handles increasing data volumes and user bases without degradation","Functional","MUST","High performance, scalability, and efficient data processing capabilities are crucial, ensuring the system can handle increasing data volumes and user bases without degradation.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r009","AI Knowledge Assistant","must serve","approximately 500 employees and 120–200 contractors across EST's distributed workforce","Functional","MUST","The solution must serve approximately 500 employees and 120–200 contractors across EST's distributed workforce.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r010","AI system","must adapt to","a dynamic content source landscape that changes over time as new data sources are added or removed","Functional","MUST","The content source landscape is dynamic and will change over time.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r011","Vendor","must deliver","the solution within a maximum budget of GBP 260,000 over four years at GBP 65,000 per year with annual renewal","Budget","MUST","The maximum budget including estimated hosting costs is GBP260k (GBP65k per year for a period of 4 years) with annual renewal.","true","","true"
"doc014","Energy Saving Trust – AI Knowledge Assistant ITT (EST/ITT/AIK/0824 UK 2024)","https://www.find-tender.service.gov.uk/Notice/024802-2024","doc014_r012","AI system","must support","federated search across multiple heterogeneous knowledge repositories without centralising data storage","Functional","MUST","Energy Saving Trust is seeking to appoint a supplier to provide an AI supported federated enterprise search capability across all of Energy Saving Trust's digital assets.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r001","HM Treasury","needs to upgrade","its Azure/SharePoint-based EDRMS and introduce AI-driven automation to manage more than 17 million digital records","Strategic objective","MUST","HM Treasury uses an Azure/SharePoint based Electronic Document Records Management System (EDRMS), called Info Store, this system is now ~10 years old. The department has identified some system gaps in Info Store, and it is seeking to make upgrades and take advantage of new technology to automate the through life management of its holdings.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r002","New system","must automate","archive, retention, and disposition processes for the Knowledge Store SharePoint site","Functional","MUST","HMT has established a new SharePoint site called the Knowledge Store and is now seeking to automate the site processes for archive, retention and disposition.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r003","AI technology","must review","HM Treasury's more than 17 million digital records to assess their status and clean the collection by removing ephemera, duplicates, and drafts","Functional","MUST","This update also presents an early opportunity for HMT to review its >17M digital records and assess their status and to develop methods to clean its holdings by removing ephemera, duplicates, and drafts.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r004","AI system","must assess","file formats in the digital collection and identify and correct any integrity issues or corruptions","Functional","MUST","Assess the file formats in the collection, identify and correct any integrity issues or corruptions.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r005","AI system","must establish","active curation methods to maintain digital continuity of information and records over the long term","Knowledge management","MUST","To establish active curation methods to asses, correct and maintain digital continuity of its information and records.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r006","System","must integrate","Digital Sensitivity Review technology and methods developed in collaboration with a partner government department","Integration","MUST","There are a number of relevant DSR technology and methods that HMT wants to onboard and incorporate into this upgrade so that it has a series of related systems and has increased assurance of the full through life journey of its information / records.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r007","New solution","must introduce","efficiencies and cost savings ensuring EDRMS capabilities continue to meet departmental needs","Functional","MUST","It is seeking to make upgrades and take advantage of new technology to automate the through life management of its holdings and introduce efficiencies and cost savings which will ensure Info Store capabilities continue to meet departmental needs.","true","","true"
"doc015","HM Treasury – Information Risk & AI Knowledge Transformation Plan (UK 2025)","https://www.find-tender.service.gov.uk/Notice/032774-2025","doc015_r008","AI-powered document review","must ensure compliance with","the Public Records Act 1958 for HM Treasury's digital records","Compliance","MUST","In response to the digital records coming in scope of the Public Records Act 1958 (PRA), over the last 4 years HMT developed a separate Digital Sensitivity Review (DSR) System in collaboration with another government Department.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r001","AI chatbot LLM","must be configured","to minimise hallucinations and ensure controlled, precise outputs through temperature and other model parameter settings","Quality","MUST","The chatbot's LLM parameters, such as temperature, must be configured to minimise hallucinations and ensure controlled, precise outputs.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r002","EC CNECT","prefers","European-developed LLMs such as Mistral where technically appropriate and legally viable, aligned with EU digital sovereignty policy","Architecture","SHOULD","Preference shall be given to European-developed LLMs (e.g. Mistral) where technically appropriate and legally viable, in line with the European Commission's digital sovereignty policy.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r003","Chatbot","must ensure","full linguistic consistency, accurate legal terminology, and full functional parity across eight priority EU languages","Quality","MUST","The system must ensure high linguistic consistency, accurate legal and policy terminology, and full functional parity across these languages: English, French, German, Spanish, Italian, Dutch, Portuguese, and Polish.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r004","Chatbot","must also be operational in","all other official EU languages providing basic user assistance, comprehensible responses, and meeting accessibility standards","Functional","MUST","The chatbot must also be operational in all other official EU languages, even if with a lower level of linguistic refinement. Responses in these languages must still provide basic user assistance, be comprehensible, and meet accessibility standards.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r005","Chatbot","must be fully compatible with","the Drupal content management system used across European Commission web domains","Integration","MUST","The chatbot must be fully compatible with the European Commission's web environment and Drupal-based websites. The contractor shall ensure that the chatbot is compatible with the Drupal content management system.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r006","Contractor","must provide","built-in options for generating periodic reports such as monthly usage summaries and trend analysis","Analytics","MUST","Built-in options for generating periodic reports (e.g. monthly usage summaries, trend analysis).","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r007","Monitoring system","should be compatible with","established third-party monitoring tools such as Langfuse or Weights & Biases for deeper analysis","Analytics","SHOULD","Compatibility with established third-party monitoring tools (e.g. Langfuse, Weights & Biases, or equivalent) to support deeper analysis and monitoring is recommended.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r008","AI chatbot","must adhere to","the highest standards of information security and all EU cybersecurity and data protection frameworks across all phases of the chatbot lifecycle","Compliance","MUST","The contractor must ensure that the chatbot solutions adhere to the highest standards of information security and are fully compliant with all security standards applicable to European Commission information systems. These requirements must be applied across all phases of the chatbot lifecycle.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r009","Chatbot","must be accessible to","the widest possible number of users including those with visual, auditory, cognitive or physical disabilities, targeting WCAG 2.1 Level AA","Accessibility","MUST","The contractor will therefore observe the technical Accessibility Guidelines (WCAG). The target compliance level is WCAG 2.1, Level 'AA'.","true","","true"
"doc016","EC CNECT – DSA/AI Act Chatbots Extended Technical Specifications (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc016_r010","AI chatbot","must not provide","any individual compliance assessment or legal opinion under any circumstance, redirecting users to relevant rights and competent authorities instead","Governance","MUST","The chatbot shall not provide, under any circumstance, an assessment, judgement, or opinion on whether a specific platform, service provider, or piece of conduct is in compliance. When receiving such queries, the chatbot shall inform the user politely that it cannot provide evaluations of legal compliance in individual cases.","true","","true"
"doc001","City of Cupertino – Citywide AI Chatbot (IT-2025-829)","https://media.governmentnavigator.com/media/bid/1763677524_112025_IT2025829.pdf","doc001_neg01","","","","","","Proposal shall be submitted no later than 5:00 pm PST on January 7, 2026, and are to be addressed to Adam Araza, Senior Business Systems Analyst.","false","procedural",""
"doc001","City of Cupertino – Citywide AI Chatbot (IT-2025-829)","https://media.governmentnavigator.com/media/bid/1763677524_112025_IT2025829.pdf","doc001_neg02","","","","","","Proposals will be evaluated by the City evaluation committee. Points will be assigned based on the proposer's qualifications, ability, approach, effectiveness and efficiency.","false","evaluation_criteria",""
"doc001","City of Cupertino – Citywide AI Chatbot (IT-2025-829)","https://media.governmentnavigator.com/media/bid/1763677524_112025_IT2025829.pdf","doc001_neg03","","","","","","Proposal submissions shall not exceed 15 pages (excluding cover letter, resumes, and acknowledgements of addenda).","false","procedural",""
"doc001","City of Cupertino – Citywide AI Chatbot (IT-2025-829)","https://media.governmentnavigator.com/media/bid/1763677524_112025_IT2025829.pdf","doc001_neg04","","","","","","The cost proposal shall include the cost for implementation, annual support for 1 year, and optional services proposed.","false","budget_financial",""
"doc001","City of Cupertino – Citywide AI Chatbot (IT-2025-829)","https://media.governmentnavigator.com/media/bid/1763677524_112025_IT2025829.pdf","doc001_neg05","","","","","","The vendor must have prior experience performing similar types and magnitude of work in production environments.","false","vendor_qualification",""
"doc001","City of Cupertino – Citywide AI Chatbot (IT-2025-829)","https://media.governmentnavigator.com/media/bid/1763677524_112025_IT2025829.pdf","doc001_neg06","","","","","","The City of Cupertino was incorporated in 1955 and located in the foothills of the Santa Cruz mountains, in the west end of Santa Clara County, California.","false","background_context",""
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/9fb1ca93-0504-4c37-9da9-003170dd8152-CN/EN_TENDER_SPECIFICATIONS_EC-CNECT2025OP0026_AI%20service%20desk_V1.pdf","doc004_neg01","","","","","","A target of max. 2 working days should not be exceeded for providing answers, unless a question requires that the AI Office be consulted.","false","technical_constraint_sla",""
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/9fb1ca93-0504-4c37-9da9-003170dd8152-CN/EN_TENDER_SPECIFICATIONS_EC-CNECT2025OP0026_AI%20service%20desk_V1.pdf","doc004_neg02","","","","","","All insurance policies will be endorsed to require the insurance carrier providing coverage to send notice ten days prior to the effective date of cancellation.","false","legal_administrative",""
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/9fb1ca93-0504-4c37-9da9-003170dd8152-CN/EN_TENDER_SPECIFICATIONS_EC-CNECT2025OP0026_AI%20service%20desk_V1.pdf","doc004_neg03","","","","","","The contractor shall ensure that the presentation of the texts, tables and graphs is clear and complete and corresponds to commonly recognised standards for publication.","false","procedural",""
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/9fb1ca93-0504-4c37-9da9-003170dd8152-CN/EN_TENDER_SPECIFICATIONS_EC-CNECT2025OP0026_AI%20service%20desk_V1.pdf","doc004_neg04","","","","","","When the contractor processes personal data in the context of the present contract, the contractor must respect Regulation (EU) 2018/1725.","false","legal_compliance",""
"doc004","EC CNECT – AI Act Compliance Service Desk (ECCNECT2025OP0026)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/9fb1ca93-0504-4c37-9da9-003170dd8152-CN/EN_TENDER_SPECIFICATIONS_EC-CNECT2025OP0026_AI%20service%20desk_V1.pdf","doc004_neg05","","","","","","The contractor must submit a quality plan with the tender specifying how it intends to control and ensure high quality monitoring of the services.","false","vendor_qualification",""
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_neg01","","","","","","Proposal submissions shall not exceed $3,000,000.00 in total proposed costs. Proposals that exceed this amount will not be considered for selection.","false","budget_financial",""
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_neg02","","","","","","Questions and requests for clarification shall be directed in writing via email by the due date and time specified in the Key Action Dates table.","false","procedural",""
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_neg03","","","","","","Proposers are required to be both responsive (fully compliant) and responsible (capable and qualified to perform work) relative to the solicitation requirements.","false","vendor_qualification",""
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_neg04","","","","","","The initial term of the contract shall be for three (3) years, from September 1, 2024, to August 30, 2027.","false","legal_administrative",""
"doc007","Covered California – GenAI and AI Consultancy Services (RFP 2024-02)","https://hbex.coveredca.com/solicitations/RFP-2024-02/RFP-2024-02-GAI-AI-Consultancy-Services_Final.pdf","doc007_neg05","","","","","","Proposals which contain false or misleading statements may be rejected. If such information was intended to mislead Covered California it shall be grounds for rejection.","false","procedural",""
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_neg01","","","","","","Variants (alternatives to the model solution described in the tender specifications) are not allowed. The contracting authority will disregard any variants described in a tender.","false","procedural",""
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_neg02","","","","","","The chatbot's LLM temperature must be configured to keep response time under 3 seconds for 95% of queries.","false","technical_constraint_sla",""
"doc010","EC CNECT – DSA and AI Act Public Chatbots (CNECT2025OP0095)","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/docs/b74a2278-5248-42c0-93db-74fc0127ab93-CN/Tender%20Specifications%20CNECT2025OP0095_V1.pdf","doc010_neg03","","","","","","All contractors must comply with Regulation (EU) 2016/679 (GDPR) and Regulation (EU) 2018/1725 for personal data processing.","false","legal_compliance",""
